FLY_GENE1	FLY_GENE2	PMID_METHOD	INTERACTION_PUBMEDS	PUBMEDURL	INTERACTION_DETECT_METHODS	INTERACTION_SOURCE	DATE_LAST_UPDATED	DATA_VERSION	SYMBOL_BD	SYMBOL_AD	INTERACTION_TYPE	DATA_SOURCE_URL
FBgn0041210	FBgn0262103	21565616(MI:0424(protein kinase assay))	21565616	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21565616&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	HDAC4	Sik3	pp	
FBgn0086372	FBgn0086372	11239400(MI:0114(x-ray diffraction))	11239400	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11239400&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	lap	lap	pp	
FBgn0003525	FBgn0051613	15143281(MI:0045(experimental interac))	15143281	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15143281&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	stg	His3:CG31613	pp	
FBgn0001168	FBgn0001168	14871887(MI:0004(affinity chromatography technology),MI:0096(pull down))	14871887	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=14871887&dopt=DocSum		BIND-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	h	h	pp	
FBgn0021760	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	chb	p53	pp	
FBgn0005586	FBgn0038856	-(MI:0004(affinity chromatography technology))	-	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=-&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Rab3	sec15	pp	
FBgn0004237	FBgn0263396	1730753(MI:0686(unspecified method),MI:0004(affinity chromatography technology))	1730753	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=1730753&dopt=DocSum		BIND-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	Hrb87F	sqd	pp	
FBgn0024330	FBgn0036811	12021283(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation))	12021283	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12021283&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	MED6	MED11	pp	
FBgn0031876	FBgn0032691	20813260(MI:0004(affinity chromatography technology),MI:0007(anti tag coimmunoprecipitation)),22345504(MI:0004(affinity chromatography technology))	20813260,22345504	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20813260,22345504&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Atac1	Atac2	pp	
FBgn0011259	FBgn0042177	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sema-1a	CG32164	pp	
FBgn0002783	FBgn0022724	19541607(MI:0004(affinity chromatography technology))	19541607	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19541607&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	mor	Taf8	pp	
FBgn0015591	FBgn0039595	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Ast	AR-2	pp	
FBgn0003044	FBgn0003044	12697833(MI:0004(affinity chromatography technology))	12697833	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12697833&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Pcl	Pcl	pp	
FBgn0002431	FBgn0011259	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	hyd	Sema-1a	pp	
FBgn0011259	FBgn0032723	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sema-1a	ssp3	pp	
FBgn0037531	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	CG10445	Rtnl1	pp	
FBgn0003733	FBgn0003969	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	tor	vap	pp	
FBgn0011274	FBgn0038578	12021283(MI:0096(pull down))	12021283	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12021283&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Dif	MED17	pp	
FBgn0000250	FBgn0031114	unassigned4(MI:0045(experimental interaction detection)),10842059(MI:0686(unspecified method))	unassigned4,10842059	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,10842059&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	cact	cactin	pp	
FBgn0020299	FBgn0030340	12767830(MI:0018(two hybrid))	12767830	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12767830&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	stumps	CG15740	pp	
FBgn0001324	FBgn0004597	17290221(MI:0018(two hybrid),MI:0096(pull down))	17290221	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17290221&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	kto	CycC	pp	
FBgn0023179	FBgn0041707	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	amon	7B2	pp	
FBgn0001150	FBgn0051613	15143281(MI:0045(experimental interac))	15143281	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15143281&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	gt	His3:CG31613	pp	
FBgn0003716	FBgn0011655	9502722(MI:0686(unspecified method)),9502724(MI:0686(unspecified method))	9502722,9502724	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9502722,9502724&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	tkv	Med	pp	
FBgn0010247	FBgn0014857	17827147(MI:0004(affinity chromatography technology),MI:0096(pull down))	17827147	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17827147&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Parp	His3.3A	pp	
FBgn0002924	FBgn0003885	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ncd	?Tub84D	pp	
FBgn0026433	FBgn0260639	11134079(MI:0686(unspecified method))	11134079	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11134079&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Grip128	?Tub23C	pp	
FBgn0023001	FBgn0036029	16054033(MI:0018(2 hybrid))	16054033	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16054033&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	melt	CG16719	pp	
FBgn0039044	FBgn0262735	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	p53	Imp	pp	
FBgn0003366	FBgn0004638	unassigned4(MI:0045(experimental interaction detection)),7781603(MI:0019(coip),MI:0405(competition binding))	unassigned4,7781603	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,7781603&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	sev	drk	pp	
FBgn0003607	FBgn0023097	22682252(MI:0007(anti tag coimmunoprecipitation))	22682252	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22682252&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Su(var)205	bon	pp	
FBgn0013984	FBgn0024248	10455177(MI:0019(coimmunoprecipitation)),10399915(MI:0686(unspecified method)),22068330(MI:0007(anti tag coimmunoprecipitation)),17956857(MI:0004(affinity chromatography technology))	10455177,10399915,22068330,17956857	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10455177,10399915,22068330,17956857&dopt=DocSum		IntAct-24-JAN-13,BIND-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	InR	chico	pp	
FBgn0011259	FBgn0028902	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sema-1a	Tektin-A	pp	
FBgn0001320	FBgn0020496	unassigned4(MI:0045(experimental interaction detection)),17972097(MI:0096(pull down))	unassigned4,17972097	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4,17972097&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	kni	CtBP	pp	
FBgn0010762	FBgn0035357	20733004(MI:0006(anti bait coimmunoprecipitation))	20733004	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20733004&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	simj	MEP-1	pp	
FBgn0000250	FBgn0260632	9367441(MI:0006(anti bait coimmunoprecipitation),MI:0018(two hybrid)),unassigned4(MI:0045(experimental interaction detection)),10660560(MI:0018(two hybrid))	9367441,unassigned4,10660560	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=9367441,unassigned4,10660560&dopt=DocSum		IntAct-24-JAN-13,BioGRID-24-JAN-13	04-FEB-13	2013_02	cact	dl	pp	
FBgn0011259	FBgn0033005	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sema-1a	CG3107	pp	
FBgn0010247	FBgn0015288	17827147(MI:0004(affinity chromatography technology)),unassigned4(MI:0045(experimental interaction detection))	17827147,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17827147,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Parp	RpL22	pp	
FBgn0003371	FBgn0011785	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	BRWD3	pp	
FBgn0261793	FBgn0263979	12459787(MI:0004(affinity chromatography technology))	12459787	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12459787&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Trf2	Caf1	pp	
FBgn0000166	FBgn0022764	12939280(MI:0096(pull down))	12939280	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12939280&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	bcd	Sin3A	pp	
FBgn0262519	FBgn0263979	15516265(MI:0018(two hybrid)),20733004(MI:0006(anti bait coimmunoprecipitation))	15516265,20733004	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15516265,20733004&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Mi-2	Caf1	pp	
FBgn0003687	FBgn0020388	12482983(MI:0004(affinity chromatography technology),MI:0028(cosedimentation in solution))	12482983	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12482983&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Tbp	Pcaf	pp	
FBgn0011290	FBgn0011836	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Taf12	Taf2	pp	
FBgn0000635	FBgn0086697	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	Cenp-C	pp	
FBgn0000635	FBgn0050460	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	CG30460	pp	
FBgn0001624	FBgn0263289	11937021(MI:0006(anti bait coimmunoprecipitation))	11937021	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11937021&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	dlg1	scrib	pp	
FBgn0015509	FBgn0017551	17099689(MI:0007(anti tag coimmunoprecipitation))	17099689	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17099689&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	lin19	Rca1	pp	
FBgn0000711	FBgn0039440	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	flw	TwdlJ	pp	
FBgn0027598	FBgn0261385	20451383(MI:0004(affinity chromatography technology))	20451383	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20451383&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	cindr	scra	pp	
FBgn0017578	FBgn0262656	17898168(MI:0096(pull down)),unassigned4(MI:0045(experimental interaction detection))	17898168,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17898168,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	Max	dm	pp	
FBgn0001233	FBgn0259113	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Hsp83	DNApol-?180	pp	
FBgn0020238	FBgn0038197	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	14-3-3?	foxo	pp	
FBgn0011706	FBgn0026323	10757786(MI:0686(unspecified method))	10757786	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10757786&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	rpr	Tak1	pp	
FBgn0005386	FBgn0005386	10656681(MI:0007(anti tag coimmunoprecipitation),MI:0096(pull down))	10656681	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10656681&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	ash1	ash1	pp	
FBgn0000384	FBgn0000719	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	cta	fog	pp	
FBgn0011259	FBgn0053554	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Sema-1a	Nipped-A	pp	
FBgn0003326	FBgn0004647	11214322(MI:0019(coimmunoprecipitation))	11214322	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11214322&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	sca	N	pp	
FBgn0000166	FBgn0013764	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	bcd	Chi	pp	
FBgn0001233	FBgn0003124	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Hsp83	polo	pp	
FBgn0034430	FBgn0263979	12490953(MI:0019(coimmunoprecipitation))	12490953	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12490953&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	mip40	Caf1	pp	
FBgn0003087	FBgn0003701	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	pim	thr	pp	
FBgn0003371	FBgn0041622	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	Or69a	pp	
FBgn0014179	FBgn0261434	16362045(MI:0018(two hybrid),MI:0096(pull down))	16362045	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=16362045&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	gcm	hkb	pp	
FBgn0030863	FBgn0262656	19364825(MI:0004(affinity chromatography technology))	19364825	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=19364825&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	CG8188	dm	pp	
FBgn0010097	FBgn0026431	12431375(MI:0019(coip))	12431375	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12431375&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	?Tub37C	Grip75	pp	
FBgn0000635	FBgn0260934	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	par-1	pp	
FBgn0001325	FBgn0015829	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Kr	TfIIE?	pp	
FBgn0000629	FBgn0001219	17762866(MI:0676(tandem affinity purification))	17762866	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=17762866&dopt=DocSum		MINT-24-JAN-13	04-FEB-13	2013_02	E(z)	Hsc70-4	pp	
FBgn0000166	FBgn0003430	7720559(MI:0686(unspecified method))	7720559	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=7720559&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	bcd	slp1	pp	
FBgn0003371	FBgn0052311	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	zormin	pp	
FBgn0003371	FBgn0031062	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	CG14230	pp	
FBgn0000411	FBgn0004666	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	D	sim	pp	
FBgn0000635	FBgn0261477	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	slim	pp	
FBgn0000635	FBgn0004389	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Fas2	bnk	pp	
FBgn0000524	FBgn0004647	11861487(MI:0686(unspecified method)),1592246(MI:0686(unspecified method)),8162848(MI:0686(unspecified method),MI:0018(two hybrid)),unassigned4(MI:0045(experimental interaction detection))	11861487,1592246,8162848,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=11861487,1592246,8162848,unassigned4&dopt=DocSum		BIND-24-JAN-13,BioGRID-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	dx	N	pp	
FBgn0013746	FBgn0013746	10531038(MI:0018(two hybrid))	10531038	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10531038&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	alien	alien	pp	
FBgn0003996	FBgn0010501	10481910(MI:0686(unspecified method))	10481910	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10481910&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	w	Dcp-1	pp	
FBgn0003371	FBgn0013810	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	Dhc36C	pp	
FBgn0001133	FBgn0039044	20308539(MI:0004(affinity chromatography technology))	20308539	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=20308539&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	grau	p53	pp	
FBgn0027066	FBgn0030268	15723056(MI:0004(affinity chromatography technology),MI:0405(competition binding))	15723056	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=15723056&dopt=DocSum		BIND-24-JAN-13	04-FEB-13	2013_02	Eb1	Klp10A	pp	
FBgn0000490	FBgn0003716	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	dpp	tkv	pp	
FBgn0034879	FBgn0038269	12490954(MI:0004(affinity chromatography technology))	12490954	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=12490954&dopt=DocSum		BioGRID-24-JAN-13	04-FEB-13	2013_02	Rrp4	Rrp6	pp	
FBgn0030685	FBgn0053113	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Graf	Rtnl1	pp	
FBgn0003731	FBgn0014388	unassigned4(MI:0045(experimental interaction detection))	unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=unassigned4&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Egfr	sty	pp	
FBgn0004107	FBgn0010317	7809159(MI:0018(two hybrid)),unassigned4(MI:0045(experimental interaction detection))	7809159,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=7809159,unassigned4&dopt=DocSum		MINT-24-JAN-13,IntAct-24-JAN-13	04-FEB-13	2013_02	cdc2c	CycJ	pp	
FBgn0003371	FBgn0004169	21447707(MI:0963(interactome parallel affinity capture))	21447707	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=21447707&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	sgg	up	pp	
FBgn0021796	FBgn0261279	22068330(MI:0007(anti tag coimmunoprecipitation))	22068330	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=22068330&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	Tor	lqfR	pp	
FBgn0026404	FBgn0260635	10675329(MI:0018(two hybrid),MI:0096(pull down),MI:0019(coimmunoprecipitation)),12021771(MI:0019(coimmunoprecipitation),MI:0676(tandem affinity purification),MI:0004(affinity chromatography technology),MI:0019(coip)),14517550(MI:0071(molecular sieving),MI:0096(pull down)),20700104(MI:0007(anti tag coimmunoprecipitation)),unassigned4(MI:0045(experimental interaction detection))	10675329,12021771,14517550,20700104,unassigned4	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10675329,12021771,14517550,20700104,unassigned4&dopt=DocSum		BioGRID-24-JAN-13,IntAct-24-JAN-13,MINT-24-JAN-13,BIND-24-JAN-13	04-FEB-13	2013_02	Nc	th	pp	
FBgn0004050	FBgn0030093	10809665(MI:0047(far western blotting))	10809665	http://www.ncbi.nlm.nih.gov/sites/entrez?cmd=retrieve&db=pubmed&list_uids=10809665&dopt=DocSum		IntAct-24-JAN-13	04-FEB-13	2013_02	z	dalao	pp	
